"","event_smas_history_id","event_smas_sample_date","parameter_name","result_value","fraction","unit_nosp","method_detect_limit","validator_qual","match","old_id","name","previous_name","basin","location","rivmile","huc8","rib_id","station","desc","city_town","county","fips_cde","dec_region","nhd_reachcode","nhd_m_value","pwl_id","watershed_id_num","wq_standard","eco_region","habitat_type","condition","drainage","ntl_elevation_dataset_10","US_L3CODE","US_L3NAME","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","STATE_NAME","EPA_REGION","L3_KEY","L2_KEY","L1_KEY"
"26","01-BUFC-2.2",2006-05-02,"TOTAL DISSOLVED SOLIDS",311,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2006-05-02","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"27","01-BUFC-2.2",2006-06-13,"TOTAL DISSOLVED SOLIDS",285,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2006-06-13","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"28","01-BUFC-2.2",2006-09-25,"TOTAL DISSOLVED SOLIDS",270,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2006-09-25","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"29","01-BUFC-2.2",2006-05-22,"TOTAL DISSOLVED SOLIDS",366,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2006-05-22","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"30","01-BUFC-2.2",2001-10-31,"TOTAL DISSOLVED SOLIDS",367,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2001-10-31","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"31","01-BUFC-2.2",2006-04-04,"TOTAL DISSOLVED SOLIDS",536,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2006-04-04","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"32","01-BUFC-2.2",2006-10-18,"TOTAL DISSOLVED SOLIDS",277,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2006-10-18","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"33","01-BUFC-2.2",2006-11-06,"TOTAL DISSOLVED SOLIDS",293,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2006-11-06","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"34","01-BUFC-2.2",2001-09-04,"TOTAL DISSOLVED SOLIDS",263,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2001-09-04","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"35","01-BUFC-2.2",2006-07-13,"TOTAL DISSOLVED SOLIDS",659,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2006-07-13","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"36","01-BUFC-2.2",2006-08-16,"TOTAL DISSOLVED SOLIDS",297,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2006-08-16","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"37","01-BUFC-2.2",2001-05-17,"TOTAL DISSOLVED SOLIDS",324,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2001-05-17","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"38","01-BUFC-2.2",2001-07-31,"TOTAL DISSOLVED SOLIDS",292,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2001-07-31","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"39","01-BUFC-2.2",2006-09-06,"TOTAL DISSOLVED SOLIDS",276,"DISSOLVED","mg/L",NA,"0","01-BUFC-2.2_2006-09-06","111","Buffalo Creek","BUFF-03; BUFC-03 (pre-2016)",1,"BUFC",2.2,4120103,"1032311","3","40 m below rt. 277 bridge at usgs gaging station.","West Seneca","Erie",29,9,NA,NA,"0103-0003","E-1","B",7,NA,NA,68.56,182.534,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
