"","event_smas_history_id","event_smas_sample_date","parameter_name","result_value","fraction","unit_nosp","match","year","US_L3CODE","US_L3NAME","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","STATE_NAME","EPA_REGION","L3_KEY","L2_KEY","L1_KEY"
"11","01-BSIS-2.0",2001-07-02,"SPECIFIC CONDUCTANCE",573,NA,"uS/cm","01-BSIS-2.0_2001-07-02",2001,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"12","01-BSIS-2.0",2020-09-15,"SPECIFIC CONDUCTANCE",601,NA,"uS/cm","01-BSIS-2.0_2020-09-15",2020,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"13","01-BSIS-2.0",2015-08-05,"SPECIFIC CONDUCTANCE",525,NA,"uS/cm","01-BSIS-2.0_2015-08-05",2015,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"14","01-BSIS-2.0",2005-09-13,"SPECIFIC CONDUCTANCE",626,NA,"uS/cm","01-BSIS-2.0_2005-09-13",2005,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"15","01-BSIS-8.6",2020-09-15,"SPECIFIC CONDUCTANCE",423,NA,"uS/cm","01-BSIS-8.6_2020-09-15",2020,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"16","01-BSIS-8.6",2011-07-05,"SPECIFIC CONDUCTANCE",332,NA,"uS/cm","01-BSIS-8.6_2011-07-05",2011,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"17","01-BSIS-8.6",2010-09-02,"SPECIFIC CONDUCTANCE",424,NA,"uS/cm","01-BSIS-8.6_2010-09-02",2010,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"18","01-BUFC-2.2",2020-09-15,"SPECIFIC CONDUCTANCE",506,NA,"uS/cm","01-BUFC-2.2_2020-09-15",2020,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"19","01-BUFC-2.2",2001-07-03,"SPECIFIC CONDUCTANCE",464,NA,"uS/cm","01-BUFC-2.2_2001-07-03",2001,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"20","01-BUFC-2.2",2010-08-24,"SPECIFIC CONDUCTANCE",505,NA,"uS/cm","01-BUFC-2.2_2010-08-24",2010,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"21","01-BUFC-2.2",2006-08-22,"SPECIFIC CONDUCTANCE",468,NA,"uS/cm","01-BUFC-2.2_2006-08-22",2006,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"22","01-BUFC-2.2",2005-09-12,"SPECIFIC CONDUCTANCE",460,NA,"uS/cm","01-BUFC-2.2_2005-09-12",2005,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"23","01-BUFC-2.2",2015-08-05,"SPECIFIC CONDUCTANCE",527,NA,"uS/cm","01-BUFC-2.2_2015-08-05",2015,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"24","01-BUFC-21.2",2010-08-25,"SPECIFIC CONDUCTANCE",474,NA,"uS/cm","01-BUFC-21.2_2010-08-25",2010,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"25","01-BUFC-37.8",2020-09-17,"SPECIFIC CONDUCTANCE",461,NA,"uS/cm","01-BUFC-37.8_2020-09-17",2020,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"26","01-BUFC-37.8",2015-08-06,"SPECIFIC CONDUCTANCE",470,NA,"uS/cm","01-BUFC-37.8_2015-08-06",2015,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"27","01-BUFC_T48-0.2",2010-08-25,"SPECIFIC CONDUCTANCE",572,NA,"uS/cm","01-BUFC_T48-0.2_2010-08-25",2010,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"28","01-BUFC_T59-0.8",2015-08-06,"SPECIFIC CONDUCTANCE",554,NA,"uS/cm","01-BUFC_T59-0.8_2015-08-06",2015,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"29","01-BUFF-1.7",2005-08-23,"SPECIFIC CONDUCTANCE",503,NA,"uS/cm","01-BUFF-1.7_2005-08-23",2005,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"30","01-BUFF-1.7",2019-10-21,"SPECIFIC CONDUCTANCE",493,NA,"uS/cm","01-BUFF-1.7_2019-10-21",2019,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"31","01-BUFF-1.7",2018-10-15,"SPECIFIC CONDUCTANCE",302.5,NA,"uS/cm","01-BUFF-1.7_2018-10-15",2018,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"32","01-BUFF-1.7",2021-04-13,"SPECIFIC CONDUCTANCE",505.9,NA,"uS/cm","01-BUFF-1.7_2021-04-13",2021,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"33","01-BUFF-1.7",2021-06-15,"SPECIFIC CONDUCTANCE",389.3,NA,"uS/cm","01-BUFF-1.7_2021-06-15",2021,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"34","01-BUFF-1.7",2018-08-15,"SPECIFIC CONDUCTANCE",442,NA,"uS/cm","01-BUFF-1.7_2018-08-15",2018,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"35","01-BUFF-1.7",2018-06-12,"SPECIFIC CONDUCTANCE",482,NA,"uS/cm","01-BUFF-1.7_2018-06-12",2018,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"36","01-BUFF-1.7",2020-07-28,"SPECIFIC CONDUCTANCE",413.9,NA,"uS/cm","01-BUFF-1.7_2020-07-28",2020,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"37","01-BUFF-1.7",2020-09-01,"SPECIFIC CONDUCTANCE",465,NA,"uS/cm","01-BUFF-1.7_2020-09-01",2020,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"38","01-BUFF-1.7",2005-06-14,"SPECIFIC CONDUCTANCE",353,NA,"uS/cm","01-BUFF-1.7_2005-06-14",2005,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"39","01-BUFF-1.7",2019-06-13,"SPECIFIC CONDUCTANCE",459,NA,"uS/cm","01-BUFF-1.7_2019-06-13",2019,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"40","01-BUFF-1.7",2021-08-17,"SPECIFIC CONDUCTANCE",510,NA,"uS/cm","01-BUFF-1.7_2021-08-17",2021,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"41","01-BUFF-1.7",2021-10-18,"SPECIFIC CONDUCTANCE",365.4,NA,"uS/cm","01-BUFF-1.7_2021-10-18",2021,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"42","01-BUFF-1.7",2019-08-15,"SPECIFIC CONDUCTANCE",480,NA,"uS/cm","01-BUFF-1.7_2019-08-15",2019,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"43","01-BUFF-1.7",2018-04-18,"SPECIFIC CONDUCTANCE",495,NA,"uS/cm","01-BUFF-1.7_2018-04-18",2018,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"44","01-BUFF-1.7",2005-07-22,"SPECIFIC CONDUCTANCE",471,NA,"uS/cm","01-BUFF-1.7_2005-07-22",2005,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"45","01-BUFF-1.7",2017-06-14,"SPECIFIC CONDUCTANCE",433,NA,"uS/cm","01-BUFF-1.7_2017-06-14",2017,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"46","01-BUFF-1.7",2017-08-14,"SPECIFIC CONDUCTANCE",456,NA,"uS/cm","01-BUFF-1.7_2017-08-14",2017,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"47","01-BUFF-1.7",2019-04-17,"SPECIFIC CONDUCTANCE",604,NA,"uS/cm","01-BUFF-1.7_2019-04-17",2019,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"48","01-BULL-1.5",2005-09-12,"SPECIFIC CONDUCTANCE",938,NA,"uS/cm","01-BULL-1.5_2005-09-12",2005,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"49","01-CATT-17.5",2015-08-05,"SPECIFIC CONDUCTANCE",424,NA,"uS/cm","01-CATT-17.5_2015-08-05",2015,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"50","01-CATT-17.5",2020-09-16,"SPECIFIC CONDUCTANCE",432,NA,"uS/cm","01-CATT-17.5_2020-09-16",2020,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"51","01-CATT-17.5",2020-09-16,"SPECIFIC CONDUCTANCE",452,NA,"uS/cm","01-CATT-17.5_2020-09-16",2020,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"52","01-CATT-2.0",2006-08-23,"SPECIFIC CONDUCTANCE",396,NA,"uS/cm","01-CATT-2.0_2006-08-23",2006,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"53","01-CATT-2.0",2010-09-02,"SPECIFIC CONDUCTANCE",360,NA,"uS/cm","01-CATT-2.0_2010-09-02",2010,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"54","01-CATT-2.0",2011-07-05,"SPECIFIC CONDUCTANCE",475,NA,"uS/cm","01-CATT-2.0_2011-07-05",2011,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"55","01-CATT-2.0",2005-09-13,"SPECIFIC CONDUCTANCE",440,NA,"uS/cm","01-CATT-2.0_2005-09-13",2005,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"56","01-CATT-2.0",2001-07-02,"SPECIFIC CONDUCTANCE",431,NA,"uS/cm","01-CATT-2.0_2001-07-02",2001,"83","Eastern Great Lakes Lowlands","8.1.1","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"83  Eastern Great Lakes Lowlands","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"57","01-CATT-36.9",2020-09-16,"SPECIFIC CONDUCTANCE",488,NA,"uS/cm","01-CATT-36.9_2020-09-16",2020,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"58","01-CATT-46.9",2010-08-25,"SPECIFIC CONDUCTANCE",410,NA,"uS/cm","01-CATT-46.9_2010-08-25",2010,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"59","01-CATT-46.9",2020-09-16,"SPECIFIC CONDUCTANCE",467,NA,"uS/cm","01-CATT-46.9_2020-09-16",2020,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"60","01-CATT-48.4",2015-08-06,"SPECIFIC CONDUCTANCE",479,NA,"uS/cm","01-CATT-48.4_2015-08-06",2015,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"61","01-CATT-56.4",2005-09-13,"SPECIFIC CONDUCTANCE",432,NA,"uS/cm","01-CATT-56.4_2005-09-13",2005,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"62","01-CATT-58.9",2020-09-16,"SPECIFIC CONDUCTANCE",475.2,NA,"uS/cm","01-CATT-58.9_2020-09-16",2020,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"63","01-CATT-64.4",2020-09-15,"SPECIFIC CONDUCTANCE",491.6,NA,"uS/cm","01-CATT-64.4_2020-09-15",2020,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"64","01-CATT-64.4",2001-07-02,"SPECIFIC CONDUCTANCE",416,NA,"uS/cm","01-CATT-64.4_2001-07-02",2001,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
"65","01-CATT_S-12.6",2006-08-23,"SPECIFIC CONDUCTANCE",436,NA,"uS/cm","01-CATT_S-12.6_2006-08-23",2006,"60","Northern Allegheny Plateau","8.1.3","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","New York",2,"60  Northern Allegheny Plateau","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS"
